Title,Description,Creator,Donor,Date,Date is Approximate?,Keywords,Coverage,Latitude,Longitude,Relation,Publisher,Source,Identifier,Rights,Rights (Standardized),Format Original,Type,Format Digital,Language,Filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Mountain Home School of Latah County,"The students Raymond, Ruth, Louie, David, Harold, and Pearl Kellmer, Flora and Dora Gonser, Florence and Red Rodgers, and Frances Emert of Mountain Home School in Latah County District No. 1.",,,1916,yes,school; students; classroom,United States--Idaho--Latah County--Deep Creek,47.0196177,-116.9301323,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-22,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/896,896,50.jp2,/phs/image/50.jp2
Temporary Buildings,"A photograph of temporary houseing, office, cook house, and store built by T.P. Jones (Deary's logging superintendent) and his crew the summer of 1905. Courtesy of the Potlatch Corportation.",,,1905,yes,Early Town,United States--Idaho--Latah County--Potlatch,46.92162,-116.899047,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_44b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/897,897,500.jp2,/phs/image/500.jp2
Early Potlatch,"An early photograph of temporary housing, knobb hill, and the rail road cut in Potlatch.",,,1905,yes,Early Town,United States--Idaho--Latah County--Potlatch,46.918657,-116.900953,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_45,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/898,898,501.jp2,/phs/image/501.jp2
Sawmill Foundation,A photograph of the 194 concrete foundation piers that went 14 feet below grade courtesy of the Potlatch Corporation.,,,1905-05-21,,Sawmill Foundation,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_46,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/899,899,502.jp2,/phs/image/502.jp2
Power Plant Excavation,A photograph of workers excavating land for the power plant for the Potlatch Lumber Company.,,,1905-11-21,,Power Plant; Excavation,United States--Idaho--Latah County--Potlatch,46.922218,-116.907427,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_47a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/900,900,503.jp2,/phs/image/503.jp2
Power Plant Excavation,A photograph looking west over workers excavating land for the power plant for the Potlatch Lumber Company.,,,1905-11-21,,Power Plant; Excavation,United States--Idaho--Latah County--Potlatch,46.922218,-116.907427,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_47b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/901,901,504.jp2,/phs/image/504.jp2
Sawmill Construction,A photograph of the construction of the saw mill building courtesy of L.C.H.S.,,,1905-12-22,,Sawmill Construction,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_48a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/902,902,505.jp2,/phs/image/505.jp2
Horse Barn Construction,A photograph of the construction of the horse barn courtesy of Potlatch Corportation.,,,1905,yes,Horse barn; Construction,United States--Idaho--Latah County--Potlatch,46.920732,-116.906275,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_48b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/903,903,506.jp2,/phs/image/506.jp2
Machinery Floor Plan,A photograph of the layout of the power transmission shafting and cross belthing throughout all the machinery in the Potlatch sawmill.,,,1905-04,yes,Sawmill Machinery,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_49a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/904,904,507.jp2,/phs/image/507.jp2
Machinery Floor Plan Description,A description of the machinery floor plan of the Potlatch Sawmill. It goes into detail about the size and power of the machines needed to run the mill.,,,1905-04,yes,Sawmill Machinery,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_49b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/905,905,508.jp2,/phs/image/508.jp2
Spring Sawmill,A photograph of the sawmill in the Spring of 1906.,,,1906,yes,Sawmill Building,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_50a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/906,906,509.jp2,/phs/image/509.jp2
Mountain Home School of Latah County,"Mountain Home School building in District No. 1, Latah County.",,,1916,yes,school; building,United States--Idaho--Latah County--Deep Creek,47.0196177,-116.930132,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-23,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/907,907,51.jp2,/phs/image/51.jp2
Summer Sawmill,A photograph of the sawmill in the Summer of 1906,,,1906,yes,Sawmill Building,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_50b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/908,908,510.jp2,/phs/image/510.jp2
Log Pond Excavation,A photograph of workers excavating the log pond area when it was originally 6 to 10 feet. Photo courtesy of Calvin Kreid.,,,1905-12-22,,Log Pond; Excavation,United States--Idaho--Latah County--Potlatch,46.920761,-116.908018,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_51,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/909,909,511.jp2,/phs/image/511.jp2
Log Pond Construction,A photograph of the sawmill while the log pond was still being built.,,,1905,yes,Sawmill Construction,United States--Idaho--Latah County--Potlatch,46.920761,-116.908018,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_52a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/910,910,512.jp2,/phs/image/512.jp2
Westinghouse Generator,A photograph of a generator built by Westinghouse that cost $4800.00 to complete.,,,1906,yes,Engines; Sawmill Power,United States--Idaho--Latah County--Potlatch,46.922218,-116.907427,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_79b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/911,911,513.jp2,/phs/image/513.jp2
The Twin City Engine,A photograph of an employee with the Twin City Engine.,,,1915,yes,Engines; Sawmill Power,United States--Idaho--Latah County--Potlatch,46.922218,-116.907427,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_78,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/912,912,514.jp2,/phs/image/514.jp2
Generator Description,A description of the original and only source of electricity for the plant when they started in 1906.,,,1906,yes,Engines; Sawmill Power,United States--Idaho--Latah County--Potlatch,46.922218,-116.907427,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_79c,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/913,913,515.jp2,/phs/image/515.jp2
Corliss Engineer Art Fleiger,"An article and photograph of Art Fleiger, the engineer of the big Corliss machine.",,,1948-02-01,yes,Engineers; Sawmill Employees,United States--Idaho--Latah County--Potlatch,46.922218,-116.907427,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_79a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/914,914,516.jp2,/phs/image/516.jp2
