title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,collection,cdm-number,cdm-alias,portal-id
Loading logs [09],,1940,Logs are piled next to flatcars waiting to be loaded. Written on the back of the photograph is 'Loading Logs at Peck from Sec. 30-38 N R I E - C. H. Pippinger.',United States--Idaho--Nez Perce County--Peck,flatcars; logs (wood),46.470397,-116.429941,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1377,plcphotos,plcphotos-1377
Spore Trap,,1960,A man uses an instrument to do a spore tap on a tree. Written on the back of the photograph is 'This forester is checking a spore trap during studies to learn more about the speed of wood decaying fungi',United States--Idaho--Clearwater County,testing,46.650808,-116.122212,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1378,plcphotos,plcphotos-1378
Man with buckets,,1931,A man stands holding two buckets near a water source. Written on the back of the photograph is 'At the mouth of Beaver Cr. - on the North Fork of Clearwater - 1931.',United States--Idaho--Bonner County--Beaver Creek,creeks (bodies of water),46.84179,-115.621646,Image;StillImage,image/jpeg,"Baggs, Jack T.",Potlatch Lumber Co. Photos,1379,plcphotos,plcphotos-1379
Studying spores under a microscope,,1961,Otis C. Maloy counts spores from 'conf' in the Waha area (Description taken from the back of the photograph),United States--Idaho--Nez Perce County--Lewiston,microscopes; biological sciences,46.429159,-116.975509,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1380,plcphotos,plcphotos-1380
Study soil moisture,,1960,A man writes down numbers from his soil moisture meter (description taken from the back of the photograph),United States--Idaho--Latah County,testing; biological sciences; moisture meters,46.95979,-116.756261,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1381,plcphotos,plcphotos-1381
Lewiston Mill Construction [53],,1926-08-14,Men work on the foundation for one of the buildings at the Lewiston Mill. On the left side of the photograph are cement blocks. In the background is the mill. Written on the photograph is 'Trans-Shed 8/14/1926 No. 98',United States--Idaho--Nez Perce County--Lewiston,construction sites; sawmills; frame construction,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1382,plcphotos,plcphotos-1382
Counting Fungi spores,,1960,A forest researcher counts fungi spores via a microscope.,United States--Idaho--Latah County--Harvard,testing; biological sciences; microscopes,47.033084,-116.56544,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1383,plcphotos,plcphotos-1383
Measuring tree circumference [04],,1970-03-13,"Forester Norm Tomilson at Creek North of Pierce. Measuring tree circumference.' (Description taking from the back of the photograph) Stamped on the back of the photograph is 'Photo by Jack M. Gruber Courtesy of Potlatch Forests, INC.'",United States--Idaho--Clearwater County--Pierce,testing; biological sciences,46.51354,-115.784815,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1384,plcphotos,plcphotos-1384
Measuring tree circumference [02],,1960,A man in a hard hat measures a tree for its circumference.,United States--Idaho--Latah County,testing; biological sciences,46.961509,-116.763311,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1385,plcphotos,plcphotos-1385
Checking a spore trap,,1960,A forest researcher checks a spore trap.,United States--Idaho--Latah County--Harvard,testing; biological sciences,47.030785,-116.568411,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1386,plcphotos,plcphotos-1386
Marking trees [02],,1970-03-13,"Forester Norm Tomilson at Canal Creek North of Pierce. Marking trees.' (Description taking from the back of the photograph) Stamped on the back of the photograph is 'Photo by Jack M. Gruber Courtesy of Potlatch Forests, Inc.'",United States--Idaho--Clearwater County--Pierce,testing; biological sciences,46.513545,-115.78481,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1387,plcphotos,plcphotos-1387
Lewiston Mill Construction [54],,1926-08-04,"Two cranes, one a locomotive crane, work on buildings at the Lewiston Mill. Surrounding them are piles of lumber. Written on the photograph is 'Stacker 8/4/1926 No. 89'",United States--Idaho--Nez Perce County--Lewiston,construction sites; sawmills; frame construction; cranes; locomotive cranes; lumber,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1388,plcphotos,plcphotos-1388
Lewiston Mill Construction [65],,1926-07-20,Several cranes work to build what looks to be the Lewiston Dam. Written on the photograph is '7/20/1926 No. 81',United States--Idaho--Nez Perce County--Lewiston,construction sites; sawmills,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1389,plcphotos,plcphotos-1389
Lewiston Mill Construction [28],,1926-07-23,A crane dumps material into a dump area. In front of the crane is a pond-filled pit. Written on the photograph is 'Power Plant site 7/23/1926 No. 77',United States--Idaho--Nez Perce County--Lewiston,construction sites; cranes,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1390,plcphotos,plcphotos-1390
Lewiston Mill Construction [26],,1926-07-16,A crane lifts six pieces of lumber to help in building a building at the Lewiston Mill. A man helps move the set of lumber on the crane. A man stands at the top of the building on the scaffolding. Written on the photograph is '7/16/1926 No. 77',United States--Idaho--Nez Perce County--Lewiston,construction sites; cranes; sawmills; frame construction; locomotive cranes; lumber; scaffolds,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1391,plcphotos,plcphotos-1391
Lewiston Mill Construction [32],,1926-07-13,Scaffolding runs the side  of one of the buildings under construction. Running from the bottom of the photograph to the right of the photograph are a set of railroad tracks. Written on the photograph is '7/13/1926 No. 73',United States--Idaho--Nez Perce County--Lewiston,construction sites; scaffolds; railroads (infrastructure),46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1392,plcphotos,plcphotos-1392
Lewiston Mill Construction [33],,1926-07-14,A man stands atop the framing for the stacker building while another building is being constructed in the background. Written on photograph is 'Stacker 7/14/1926 No. 74',United States--Idaho--Nez Perce County--Lewiston,construction sites; sawmills; frame construction; scaffolds,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1393,plcphotos,plcphotos-1393
Lewiston Mill Construction [56],,1926,"A crane lifts piece of machinery while three men stand underneath it. On the side of the crane, the writing reads 'Clearwater Timber Co. Loco. Crane No. 2.' Written on the photograph at the bottom of the crane is 'No. 61'.",United States--Idaho--Nez Perce County--Lewiston,construction sites; scaffolds; frame construction,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1394,plcphotos,plcphotos-1394
Lewiston Mill Construction [31],,1926-07-04,Men work to build the stacker building. The crane on the left hand side of the photograph is about pick up a load of lumber while the crane on the right hand side of the photograph is a locomotive crane and working with a man to attach lumber. Behind the cranes stands the framing for the building. Written on the photograph is 'Stacker Building 7/4/1926 No. 72',United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; cranes; locomotive cranes; lumber,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1395,plcphotos,plcphotos-1395
Lewiston Mill Construction [30],,1926-06-05,Men work to construct the burner at the Lewiston Mill. Piles of dirt and gravel sit at the left hand side of the photograph and men work on a piece of machine while men spread the material underneath them. Written on the photograph is 'Burner 6/5/1926 No. 45',United States--Idaho--Nez Perce County--Lewiston,construction sites; gravel,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1396,plcphotos,plcphotos-1396
Using survey tools [03],,1970,A forest researcher uses tools to survey trees,United States--Idaho--Clearwater County--Pierce,testing; biological sciences,46.493022,-115.780812,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1397,plcphotos,plcphotos-1397
Using survey tools [01],,1970,A forest researcher is running a cruise line with hand compass (description from the back of the photograph).,United States--Idaho--Clearwater County--Pierce,testing; biological sciences; compasses (direction indicators),46.735853,-116.88153,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1398,plcphotos,plcphotos-1398
Forest worker,,1970,"A forest worker laces up a boot while sitting on a stump. The description on the back says 'typical PFI foresters dress, note boots.' Stamped on the back is 'Photoby Jack M. Gruber Courtesy of Potlatch Forests, INC.'",United States--Idaho--Nez Perce County--Lenore,boots (footwear); hard hats,46.574183,-116.291994,Image;StillImage,image/jpeg,"Gruber, Jack M.",Potlatch Lumber Co. Photos,1399,plcphotos,plcphotos-1399
Paper mill construction [14],,1950-04-26,Men work on constructing the Clearwater paper mill plant,United States--Idaho--Nez Perce County--Lewiston,construction equipment; building materials; wheelbarrows; construction sites,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1400,plcphotos,plcphotos-1400
Paper mill construction [06],,1950-04-26,Men work on the roof of the Clearwater paper mill plant,United States--Idaho--Nez Perce County--Lewiston,construction equipment; building materials; wheelbarrows; construction sites,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1401,plcphotos,plcphotos-1401
Paper mill construction [01],,1950-04-26,Construction of the Clearwater paper mill. Men work on the roof in the background.,United States--Idaho--Nez Perce County--Lewiston,construction equipment; building materials; cranes; construction sites,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1402,plcphotos,plcphotos-1402
Paper mill construction [04],,1950-04-26,Men work on the roof of the Clearwater paper mill plant laying rebar,United States--Idaho--Nez Perce County--Lewiston,reinforcing bars; construction equipment; building materials; construction sites,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1403,plcphotos,plcphotos-1403
Mapping the forest [02],,1966,A forest researcher uses a stereoscope and aerial photographs to help study the forests,United States--Idaho--Benewah County,stereoscopes,47.111849,-116.61547,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1404,plcphotos,plcphotos-1404
Paper mill construction [09],,1950-04-26,Men work to lay railroad track near a partially constructed building at the Clearwater paper mill plant,United States--Idaho--Nez Perce County--Lewiston,construction equipment; building materials; cranes; railroads (infrastructure); rails (transit system elements),46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1405,plcphotos,plcphotos-1405
Paper mill construction [23],,1950-04-26,Semi-constructed buildings of the Clearwater paper mill plant,United States--Idaho--Nez Perce County--Lewiston,building materials; lumber; braced frames; frame construction,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1406,plcphotos,plcphotos-1406
Paper mill construction [12],,1950-04-26,The wood framing of one of the buildings under construction at the Clearwater paper mill plant,United States--Idaho--Nez Perce County--Lewiston,building materials; lumber; braced frames; frame construction; construction sites,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1407,plcphotos,plcphotos-1407
Measuring tree circumference [01],,1970,A man uses a tape measure to measure the circumference of a tree.,United States--Idaho--Latah County,circumference; testing; biological sciences; growing-stock trees,47.009124,-116.704352,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1408,plcphotos,plcphotos-1408
Paper mill construction [03],,1950-07-10,Construction of the Clearwater paper mill plant. Shown is part of the piping structure  as well as construction materials in the foreground.,United States--Idaho--Nez Perce County--Lewiston,"building materials; lumber; construction equipment; building materials; automobiles, construction sites",46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1409,plcphotos,plcphotos-1409
Paper mill construction [07],,1950-07-10,Interior of the main building of the Clearwater paper mill plant,United States--Idaho--Nez Perce County--Lewiston,steel frame construction; construction sites,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1410,plcphotos,plcphotos-1410
Paper mill construction [08],,1950-07-24,A makeshift road leads to the second floor of the building under construction at the Clearwater paper mill. A crane hoists materials to the roof on the right-hand side of the picture,United States--Idaho--Nez Perce County--Lewiston,steel frame construction; cranes; construction sites,46.423373,-116.977056,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1411,plcphotos,plcphotos-1411
